Date1,Date2,Date3,Date4,Date5,Date6,Date7,Date8,Date9,Date10,Date11,Date12
0,0,7311.842,9645.931,0,8.836288,15328.59,58329.9,6202.801,18.67588,8575.11,18691.5
0,0,7754.347,14425.57,0,2.53388,10161.56,70615.86,8776.609,541.7758,19877.19,23437.35
0,0,7193.267,15484.66,0,0.503213,12146.07,49572.14,17875.54,1020.331,15912.94,27428.07
0,0,12667.85,15120.98,0,8.76093,28105.29,49419.78,49163.27,404.2094,14041.84,28590.61
0,0,2331.884,10062.71,0,36.20427,31149.3,53174.41,64746.26,849.1644,8974.619,23431.88
0,46.2031,2213.782,6796.963,0,67.88422,26425.08,39032.21,10644.49,0,7455.172,12831.08
0,12.31073,423.099,10244.75,0,182.732,20803.84,35188.38,37074.13,144.6065,5008.802,3377.268
60.31382686,0,363.0265,9563.012,0,115.871,39550.02,31409.64,48471.39,0,17311.45,10701
120.3563915,0,5134.407,10612.73,83.9383,3.736488,61611.06,10354.48,30377.9,0,9686.334,12008.58
74.04861879,0,15801.87,16573.86,250.2455,0,59116.49,48521.07,13121.06,28.79176,5145.303,21096.91
77.28813307,0,20754.04,13527.57,185.1873,0,27736.56,132108.9,4832.172,189.9124,2034.294,16469.41
68.3042197,0,19883.57,8701.9,158.7993,106.4076,52368.52,113183.8,5491.108,685.1792,6215.978,17884.59
0,0,19845.79,8645.663,1122.535,144.98,29983.78,112652.2,8285.379,359.1631,7018.15,38507.29
0,50.77132,30152.1,20601.88,1232.944,818.8978,17136.37,104382.2,5013.787,141.6827,8031.457,35399.45
10.50420366,0,8997.007,8658.375,1211.514,83.33634,3908.879,138318.6,5496.84,10.21549,3723.137,29643.89
0,61.4421,5655.919,14724.46,772.3049,0,1538.511,101436.9,8934.572,92.22849,7458.324,21026.29
0,97.06821,2871.179,15639.55,1257.532,0,2775.583,44061.41,6511.942,5.623608,8680.777,14980.93
43.37964871,30.05949,274.1014,11349.8,408.8779,0,1966.736,29200.37,1637.055,77.79971,5280.863,43517.39
0,0,4483.269,10398.77,210.9508,0.610681,1325.884,21814.71,3475.138,147.7121,9881.49,46225.69
0,0,5829.664,8155.58,167.6776,0,1032.658,12591.79,410.3094,220.6929,6338.541,30791.73
0,0,2456.237,5107.632,301.9508,0,139.7768,19781.12,3239.552,276.7526,9093.264,16054.76
0,0,382.2808,2678.218,98.41482,517.9852,3468.779,75998.78,3698.406,111.6771,6092.584,30676.39
0,0,502.4424,5058.564,0,509.7749,12290.38,58495.79,2271.647,172.8561,3508.256,36658.1
0,0,6221.014,14607.64,0,590.4207,10727.25,20308.52,4525.558,169.8781,6535.609,31161.34
0,0,1012.619,5733.452,0,775.5207,8464.253,35079.03,4715.911,120.5986,5225.154,23584.17
0,0,0,9123.942,0,285.8829,10371.29,33744.79,464.5818,237.3542,4600.268,24868.98
0,0,366.3992,11514.82,230.9942,710.0073,12676.85,70736.59,4308.585,635.0993,8339.16,23416.78
0,0,3347.921,24683.47,138.0261,428.476,23955.41,112621.9,7389.204,187.1567,6964.477,36702.5
22.37597894,0,4258.79,32558.7,0,447.3567,13709.58,114612.2,7065.206,258.9408,2387.637,65143.39
32.25920659,0,4803.564,16210.35,0,22.88915,49194.79,115711.2,4044.246,0,4748.663,42712.87
7.93701381,0,5620.111,21231.93,8.117792,625.7849,21391.47,65488.27,118.3426,67.25518,9844.013,43664.63
0,0,8606.116,22849.14,13.23481,371.378,32621.68,65233.84,192.4231,534.3521,12496.33,42847.87
0,0,2833.265,19122.93,554.8316,124.5192,37046.35,76701.17,1293.973,344.8062,19091.15,43131.75
1.341072106,0.811344,9624.225,34807.03,1119.463,717.6861,50201.45,56851.74,465.8543,61.00724,10411.92,61890.6
562.9825961,147.3186,5149.714,24261.31,145.1279,188.4731,25564.71,54036.65,1005.298,0,4202.951,34395.1
720.5642823,0,2935.349,18269.96,31.69138,193.8387,27383.88,56247.66,0,187.2254,3335.235,35853.1
970.6782862,87.2419,3521.267,16415.54,199.0573,328.1084,22785.96,52406.76,599.9422,461.1466,3591.826,63438.28
1676.577134,1.640191,3129.382,19384,129.1099,0.909831,17513.07,91248.79,0,364.6779,7131.015,29757.5
2015.427581,0,718.1138,31018.89,169.1629,0,10123.46,62862.05,6221.822,182.0572,3738.928,28999.43
2015.429738,2.557775,713.2038,17143.25,632.4023,0,6300.248,56081.14,12587.03,0,5327.376,47016.7
1654.995794,0,593.6502,5278.424,683.0907,21.07446,2933.189,43434.44,13832.02,41.19432,7042.525,69880
1045.596496,0,300.9351,8528.195,527.1218,37.97211,3899.131,46446.94,4810.829,121.6265,8905.368,69512.92
774.1933386,0,902.8599,12005.06,646.346,0,3895.34,127467.2,717.5141,0,9745.043,49411.66
390.2405905,0,8302.966,28417.64,1934.921,0,13985.08,138905,2307.722,0,14490.88,31642.51
204.4983562,33.52661,1429.878,21888.4,823.435,0,3971.164,57335.64,3638.604,0,17388.95,39989.63
82.21980242,581.7134,1884.095,21398.64,399.0524,1684.686,50870.04,42582.53,2893.113,0,19900.13,66746.08
5.228571557,622.48,840.4298,12449.34,454.0444,7.934613,78533.24,38471.48,2372.275,0,24570.03,86624.33
0,385.9954,484.3801,11250.06,50.70825,168.492,42241.48,51949.69,2879.309,0,11624.3,70277.15
9.042491247,391.3556,373.7044,11212.14,180.1272,112.9527,68993.7,116398.7,2948.074,0,19151.13,36268.31
194.4253658,323.1511,13.49169,5684.126,112.168,44.49971,33198.04,81988.25,2808.585,0,18277.35,37599.61
149.2243615,1385.21,30.02568,6251.49,9.202864,98.58965,44902.98,69192.09,4932.114,0,19895.54,20178.04
213.9603789,758.5418,294.864,13137.53,22.97091,235.0315,15335.75,53874.65,4484.721,0,22328.23,19224.11
201.6816603,2446.341,924.3913,14402.96,0,0,3542.097,55983.98,5091.814,0,18835.67,25511.26
310.1202843,2271.869,7407.139,23635.14,126.8866,228.0494,13161.15,72263.4,5612.583,219.0629,8360.56,55681.32
624.776313,329.2518,850.6308,19918.71,81.5921,0,4835.88,39401.24,8414.615,0,22807.41,42741.72
95.78047958,396.9468,991.4662,19043.17,48.26634,0,19841.65,23180.23,13387.52,0,10813.39,42074.32
220.0018023,205.3955,972.4629,6060.611,0,0,25541.39,73145.74,17716.82,0,22348.01,53309.22
128.9354377,1.219547,1873.402,12154.51,0,0.527708,29937.18,103467.1,15805.1,112.8205,8457.782,27538.35
221.1171326,5.169347,9481.403,12806.57,0,6.900698,32382.16,108898.3,9975.462,239.6679,14747.27,26869.96
209.195823,2.159187,12386.04,14180.47,0,168.6584,34542.35,100164.1,23566.93,364.1747,9843.971,33865.06
132.2238777,0,19170.53,15540.5,0,97.49926,21501.88,144913.6,32436.46,483.1681,4358.32,24918.59
1.70949681,0,20217.28,12993.22,0,0.305263,11463.82,184776.5,33721.24,243.8053,9368.763,32645.07
0,0,10967.15,8395.473,0,571.613,6134.733,195248.7,12989.85,0,4757.557,47968.57
0,0,17646.21,19108.8,0,700.6083,14587.32,137358.6,8222.017,0,8008.911,43867.13
7.432535551,0,9948.201,11641.06,0,0,4073.907,49689.7,11422.19,0,6045.107,38090.37
86.17048226,0,8181.807,4967.991,0,458.5527,854.7902,46568.55,3082.927,0,4668.75,25474.2
351.8064614,0,7070.303,1706.96,0,33.17649,1660.817,58160.73,4904.096,0,5241.182,46050.94
517.2584819,6.898496,11320.29,10265.62,0,55.9533,970.985,47816.24,7124.553,0,79491.72,39041.17
438.2267492,47.25442,7252.222,14392.58,0,49.73747,6557.241,48427.79,12682.54,0,3959.745,49408.56
209.8448582,123.5413,7466.385,10491.95,115.7492,8.83471,14571.18,105132.1,17125.3,0,3964.919,28972.35
66.12579293,103.9817,6331.958,5877.055,112.8615,1.071555,17200.54,66238.77,27169.68,0,1015.145,29303.76
0,106.6078,11848.05,5929.582,45.88959,0,13560.83,18885.32,28450.94,0,1705.033,21603.91
0,173.057,8419.74,1964.122,29.58725,0,14425.27,15338.85,30793.27,0,8732.173,16701.92
0,1338.393,13407.28,6739.137,317.9574,221.4313,26471.21,46935.76,4753.29,105.1108,9928.651,12789.98
311.6876522,680.9376,3091.864,8011.787,0,0,76700.78,85126.68,10692.68,106.8355,6865.939,13813.88
92.65412674,333.9467,1345.71,3536.001,0,136.23,57245.01,78058.04,6322.664,128.6877,7261.253,7455.133
32.46529315,425.2186,2147.208,4304.408,0,301.6936,32809.47,33894.52,10121.28,158.5198,6104.417,12773.17
43.4224396,72.28584,1704.523,2725.018,44.79089,44.46945,14988.86,45885.82,12999.88,130.6887,8996.99,21183.47
333.4092796,0,906.596,4319.07,114.3074,194.9849,5681.72,55321.72,7344.05,77.33528,8141.752,29096.65
445.9765886,23.05103,31.4729,9333.272,58.18424,0,5926.033,40006.51,8186.613,0,4427.452,19763.1
50.82262806,217.2072,1052.991,12500.69,26.14166,0,11062.24,64319.47,4610.456,0,5630.952,30141.35
26.85191561,167.0533,3075.592,7266.66,0,0,19195.88,40781.52,7804.173,0,2102.15,35413.71
0,64.14086,4990.707,8617.912,0,0,94132.18,28422.27,7655.234,0,880.132,63121.79
0,0,19768.44,12257.14,0,6.494184,101429.9,31708.51,1166.249,0,1254.213,43939.59
0,0,5354.992,7215.855,0,2.317511,32669.19,11275.14,1968.031,0,1372.715,45287.34
0,0,5036.81,4335.807,0,15.97775,72092.56,14172.09,2593.756,0,3379.771,33895.59
0,0,850.9208,5936.271,0,31.3639,66306.78,11921.8,1878.755,0,17420.51,54249.67
0,0,2141.414,6154.973,0,3.886614,80157.16,8744.263,2229.584,0,20529.51,55524.84
0,0,3014.246,10833.14,0,18.39325,76485.47,6285.694,8203.471,0,20922.14,53006.48
0,0.817803,1148.86,13231.24,0,0,14360.5,12135.79,6912.077,0,16893.53,31484.29
0,16.54056,672.7779,15870.39,0,0,8916.839,19463.24,5396.696,0,8617.024,26701.15
