Date1 girl,Date1 boy,Date2 girl,Date2 boy,Date3 girl,Date3 boy,Date4 girl,Date4 boy,Date5 girl,Date5 boy,Date6 girl,Date6 boy,Date7 girl,Date7 boy,Date8 girl,Date8 boy,Date9 girl,Date9 boy,Date10 girl,Date10 boy,Date11 girl,Date11 boy,Date12 girl,Date12 boy
1.166277,0.795803,0.958656,0.403474,0.116587,0.674044,0.120423,0.470079,0.074308,0.56513,0.329262,0.426796,0.097369,0.454975,0.074313,0.439338,0.950969,0.178041,0.101213,0.374014,0.957317,0.356103,1.199472,0.114004
1.153464,0.790679,0.963781,0.400912,0.119149,0.674044,0.11658,0.47136,0.075589,0.562568,0.330544,0.422953,0.099932,0.267968,0.074313,0.435495,0.957375,0.178041,0.102494,0.375294,0.957317,0.361227,1.20972,0.115285
1.162433,0.79196,0.972749,0.400912,0.121712,0.671482,0.120423,0.47136,0.070465,0.560006,0.327981,0.424234,0.098651,0.347382,0.074313,0.435495,0.953532,0.17676,0.102494,0.375294,0.940663,0.358665,1.205877,0.10888
1.164996,0.79196,0.975311,0.402193,0.128118,0.670201,0.117861,0.47136,0.074308,0.563849,0.330544,0.425515,0.097369,0.415268,0.075594,0.435495,0.961219,0.178041,0.101213,0.372733,0.938101,0.358665,1.198191,0.110161
1.166277,0.788117,0.976593,0.39835,0.131961,0.670201,0.121704,0.47136,0.075589,0.56513,0.333106,0.428077,0.098651,0.483154,0.075594,0.436776,0.965062,0.174198,0.099932,0.372733,0.934258,0.357384,1.190505,0.106318
1.166277,0.79196,0.976593,0.399631,0.131961,0.667639,0.121704,0.470079,0.071746,0.566411,0.334387,0.428077,0.098651,0.50621,0.076875,0.435495,0.967624,0.17676,0.102494,0.372733,0.93682,0.358665,1.216125,0.10888
1.16884,0.786836,0.981717,0.399631,0.129399,0.666358,0.122986,0.47136,0.074308,0.563849,0.333106,0.430639,0.094807,0.630454,0.076875,0.435495,0.966343,0.17676,0.101213,0.372733,0.940663,0.353541,1.291706,0.10888
1.166277,0.79196,0.979155,0.39835,0.129399,0.665077,0.121704,0.473921,0.073027,0.566411,0.335668,0.4332,0.097369,0.62405,0.075594,0.435495,0.9625,0.178041,0.102494,0.372733,0.939382,0.353541,1.37241,0.111442
1.172683,0.799646,0.98428,0.397069,0.126836,0.659954,0.120423,0.473921,0.074308,0.568972,0.336949,0.434481,0.092245,0.633016,0.075594,0.435495,0.967624,0.178041,0.102494,0.372733,0.922728,0.354822,1.473611,0.110161
1.161152,0.795803,0.999654,0.395788,0.128118,0.663796,0.119142,0.476483,0.074308,0.570253,0.339512,0.437043,0.094807,0.635577,0.075594,0.436776,0.967624,0.17676,0.099932,0.371452,0.903511,0.357384,1.579936,0.111442
1.153464,0.789398,0.998373,0.395788,0.13068,0.659954,0.119142,0.477764,0.073027,0.567691,0.338231,0.435762,0.093526,0.63942,0.078157,0.436776,0.965062,0.17676,0.102494,0.370171,0.915041,0.354822,1.686261,0.114004
1.157308,0.785555,1.00606,0.395788,0.13068,0.659954,0.11658,0.477764,0.074308,0.568972,0.336949,0.437043,0.092245,0.647105,0.078157,0.438057,0.970187,0.178041,0.102494,0.36889,0.921447,0.356103,1.646549,0.112723
1.153464,0.790679,1.002216,0.394507,0.124274,0.657392,0.120423,0.477764,0.075589,0.567691,0.335668,0.439605,0.090964,0.652229,0.075594,0.438057,0.993248,0.17676,0.101213,0.367609,0.922728,0.358665,1.579936,0.114004
1.147058,0.79196,1.004779,0.39835,0.125555,0.658673,0.117861,0.479045,0.070465,0.566411,0.338231,0.440885,0.093526,0.654791,0.075594,0.436776,0.998373,0.174198,0.103775,0.366328,0.927852,0.356103,1.731097,0.111442
1.150902,0.786836,0.989404,0.397069,0.122993,0.658673,0.143483,0.481606,0.075589,0.567691,0.340793,0.438324,0.092245,0.657352,0.070469,0.436776,0.98428,0.178041,0.102494,0.366328,0.935539,0.357384,1.736221,0.111442
1.149621,0.786836,0.990686,0.391946,0.126836,0.656111,0.117861,0.481606,0.075589,0.566411,0.338231,0.440885,0.090964,0.652229,0.073031,0.436776,0.98428,0.178041,0.099932,0.366328,0.934258,0.357384,1.718286,0.105037
1.149621,0.788117,0.988123,0.394507,0.13068,0.653549,0.119142,0.481606,0.080714,0.566411,0.338231,0.438324,0.093526,0.659914,0.074313,0.436776,0.986842,0.178041,0.103775,0.365047,0.940663,0.353541,1.687542,0.110161
1.149621,0.79196,0.991967,0.395788,0.128118,0.652268,0.11658,0.482887,0.081995,0.563849,0.336949,0.440885,0.093526,0.662476,0.07175,0.432933,0.977874,0.178041,0.103775,0.365047,0.934258,0.357384,1.661921,0.110161
1.141933,0.786836,0.991967,0.397069,0.129399,0.65483,0.117861,0.48673,0.080714,0.566411,0.338231,0.437043,0.090964,0.662476,0.073031,0.434214,0.980436,0.178041,0.102494,0.365047,0.92529,0.356103,1.640144,0.110161
1.147058,0.788117,0.991967,0.397069,0.126836,0.652268,0.120423,0.488011,0.081995,0.576658,0.339512,0.440885,0.090964,0.663757,0.069188,0.434214,0.980436,0.179322,0.103775,0.363767,0.898387,0.356103,1.606837,0.110161
1.143214,0.785555,0.985561,0.397069,0.128118,0.65483,0.119142,0.48673,0.081995,0.572815,0.340793,0.439605,0.092245,0.66888,0.074313,0.434214,0.98428,0.179322,0.102494,0.362486,0.8907,0.358665,1.581217,0.114004
1.147058,0.784274,0.98428,0.395788,0.13068,0.656111,0.122986,0.48673,0.080714,0.574096,0.340793,0.440885,0.090964,0.665037,0.074313,0.434214,0.980436,0.179322,0.101213,0.361205,0.906073,0.359946,1.563282,0.115285
1.138089,0.781713,0.985561,0.395788,0.129399,0.65483,0.115299,0.48673,0.079433,0.577938,0.339512,0.438324,0.090964,0.66888,0.075594,0.434214,0.97403,0.179322,0.103775,0.361205,0.907355,0.357384,1.537662,0.114004
1.138089,0.788117,0.98428,0.397069,0.128118,0.65483,0.111456,0.485449,0.080714,0.576658,0.334387,0.439605,0.092245,0.66888,0.076875,0.435495,0.967624,0.178041,0.103775,0.359924,0.907355,0.358665,1.523571,0.114004
1.132964,0.786836,0.988123,0.39835,0.129399,0.653549,0.108894,0.484168,0.078152,0.576658,0.339512,0.437043,0.092245,0.671442,0.076875,0.438057,0.986842,0.175479,0.101213,0.358643,0.906073,0.359946,1.506917,0.110161
1.129121,0.789398,0.985561,0.39835,0.129399,0.653549,0.111456,0.484168,0.079433,0.579219,0.339512,0.442166,0.089682,0.656071,0.075594,0.436776,0.985561,0.178041,0.102494,0.361205,0.906073,0.358665,1.499231,0.105037
1.134246,0.79196,0.980436,0.395788,0.128118,0.653549,0.126829,0.482887,0.080714,0.5805,0.340793,0.439605,0.090964,0.633016,0.074313,0.436776,0.979155,0.178041,0.101213,0.358643,0.903511,0.359946,1.458239,0.101195
1.121433,0.795803,0.977874,0.39835,0.129399,0.652268,0.122986,0.484168,0.080714,0.579219,0.338231,0.439605,0.090964,0.494682,0.074313,0.436776,0.976593,0.17676,0.101213,0.357362,0.884295,0.354822,1.44799,0.103757
1.117589,0.789398,0.977874,0.397069,0.128118,0.653549,0.122986,0.482887,0.079433,0.579219,0.335668,0.438324,0.088401,0.49212,0.076875,0.436776,0.980436,0.17676,0.102494,0.361205,0.87917,0.357384,1.391626,0.10888
1.125277,0.79196,0.982999,0.397069,0.129399,0.65483,0.125548,0.484168,0.081995,0.5805,0.339512,0.437043,0.090964,0.484435,0.074313,0.436776,0.985561,0.175479,0.099932,0.366328,0.872765,0.354822,1.38522,0.107599
1.130402,0.79196,0.986842,0.397069,0.122993,0.65483,0.124267,0.482887,0.080714,0.577938,0.336949,0.443447,0.088401,0.542074,0.074313,0.435495,0.991967,0.175479,0.097369,0.363767,0.86764,0.353541,1.410841,0.107599
1.126558,0.793241,0.985561,0.395788,0.126836,0.657392,0.122986,0.482887,0.079433,0.5805,0.339512,0.443447,0.088401,0.385808,0.076875,0.436776,0.991967,0.175479,0.099932,0.359924,0.872765,0.357384,1.406998,0.10888
1.130402,0.790679,0.980436,0.397069,0.129399,0.65483,0.121704,0.482887,0.079433,0.583062,0.338231,0.444728,0.089682,0.13732,0.074313,0.439338,0.993248,0.17676,0.101213,0.362486,0.86764,0.361227,1.413403,0.110161
1.127839,0.788117,0.979155,0.397069,0.126836,0.652268,0.126829,0.485449,0.078152,0.577938,0.335668,0.44729,0.090964,0.146286,0.075594,0.436776,0.997091,0.17676,0.102494,0.361205,0.865078,0.356103,1.403155,0.106318
1.118871,0.790679,0.982999,0.397069,0.125555,0.648425,0.120423,0.485449,0.079433,0.579219,0.334387,0.449852,0.088401,0.153971,0.074313,0.434214,0.99581,0.17676,0.103775,0.358643,0.868922,0.358665,1.401874,0.105037
1.109902,0.794522,0.990686,0.397069,0.126836,0.648425,0.121704,0.484168,0.076871,0.585624,0.331825,0.452413,0.090964,0.153971,0.076875,0.435495,1.002216,0.175479,0.102494,0.358643,0.870203,0.357384,1.463363,0.106318
1.100933,0.795803,0.989404,0.39835,0.128118,0.645863,0.121704,0.482887,0.079433,0.5805,0.333106,0.451132,0.090964,0.184712,0.078157,0.435495,1.002216,0.178041,0.101213,0.361205,0.87917,0.356103,1.294268,0.107599
1.095808,0.793241,0.989404,0.395788,0.125555,0.645863,0.120423,0.484168,0.081995,0.581781,0.331825,0.449852,0.088401,0.191116,0.076875,0.436776,1.008622,0.178041,0.098651,0.357362,0.881733,0.35226,1.386501,0.103757
1.098371,0.79196,0.985561,0.39835,0.128118,0.64202,0.121704,0.484168,0.079433,0.583062,0.333106,0.449852,0.090964,0.24107,0.076875,0.436776,1.016309,0.17676,0.102494,0.356081,0.8907,0.35226,1.287863,0.112723
1.097089,0.79196,0.980436,0.39835,0.126836,0.639459,0.117861,0.485449,0.076871,0.579219,0.335668,0.448571,0.090964,0.237227,0.075594,0.439338,1.01759,0.178041,0.102494,0.356081,0.918884,0.354822,1.27249,0.115285
1.086839,0.79196,0.980436,0.397069,0.128118,0.640739,0.121704,0.485449,0.078152,0.583062,0.334387,0.440885,0.088401,0.238508,0.076875,0.440619,1.020153,0.178041,0.101213,0.349677,0.956036,0.356103,1.264804,0.115285
1.07787,0.793241,0.98428,0.397069,0.125555,0.638178,0.120423,0.485449,0.078152,0.584343,0.335668,0.446009,0.08712,0.339697,0.074313,0.44318,1.029121,0.180602,0.102494,0.350958,0.997032,0.356103,1.258399,0.114004
1.068902,0.79196,0.985561,0.397069,0.125555,0.639459,0.121704,0.485449,0.076871,0.583062,0.331825,0.446009,0.089682,0.357629,0.078157,0.4419,1.052182,0.179322,0.102494,0.349677,1.027778,0.357384,1.255837,0.114004
1.074027,0.790679,0.981717,0.395788,0.126836,0.638178,0.121704,0.48673,0.075589,0.577938,0.333106,0.443447,0.088401,0.335854,0.079438,0.44318,1.050901,0.179322,0.099932,0.349677,1.043151,0.357384,1.266085,0.115285
1.068902,0.788117,0.980436,0.397069,0.126836,0.639459,0.120423,0.485449,0.074308,0.575377,0.336949,0.439605,0.090964,0.308956,0.078157,0.448304,1.076524,0.179322,0.102494,0.350958,1.052119,0.354822,1.32245,0.115285
1.062495,0.79196,0.981717,0.397069,0.125555,0.639459,0.121704,0.485449,0.071746,0.577938,0.333106,0.451132,0.089682,0.278215,0.082,0.448304,1.045776,0.178041,0.105056,0.350958,1.052119,0.357384,1.325012,0.112723
1.062495,0.79196,0.975311,0.397069,0.126836,0.639459,0.120423,0.48673,0.074308,0.577938,0.334387,0.454975,0.088401,0.283339,0.078157,0.448304,1.043214,0.175479,0.105056,0.350958,1.052119,0.35226,1.321169,0.112723
1.059933,0.789398,0.979155,0.39835,0.126836,0.638178,0.121704,0.485449,0.075589,0.577938,0.330544,0.469065,0.090964,0.274373,0.082,0.449585,1.04962,0.178041,0.105056,0.352239,1.049557,0.356103,1.321169,0.114004
1.05737,0.79196,0.979155,0.397069,0.126836,0.639459,0.119142,0.485449,0.081995,0.5805,0.336949,0.471626,0.089682,0.259002,0.080719,0.447023,1.048339,0.179322,0.106338,0.35352,1.038027,0.35226,1.308359,0.112723
1.071464,0.795803,0.979155,0.399631,0.129399,0.638178,0.121704,0.484168,0.085839,0.579219,0.335668,0.470345,0.088401,0.238508,0.078157,0.447023,1.053463,0.178041,0.105056,0.352239,1.022653,0.358665,1.255837,0.114004
1.054808,0.788117,0.97403,0.39835,0.126836,0.636897,0.119142,0.485449,0.085839,0.583062,0.331825,0.463941,0.090964,0.234666,0.080719,0.447023,1.053463,0.180602,0.105056,0.348396,1.013686,0.356103,1.221249,0.114004
1.063777,0.79196,0.968906,0.399631,0.13068,0.635616,0.120423,0.485449,0.084558,0.586904,0.330544,0.458818,0.090964,0.230823,0.079438,0.448304,1.053463,0.178041,0.106338,0.33943,0.997032,0.356103,1.240465,0.114004
1.070183,0.789398,0.977874,0.402193,0.126836,0.629211,0.124267,0.484168,0.08712,0.585624,0.335668,0.457537,0.08712,0.238508,0.079438,0.452147,1.054744,0.179322,0.103775,0.33943,0.988064,0.356103,1.260961,0.112723
1.068902,0.793241,0.97403,0.402193,0.126836,0.630492,0.122986,0.482887,0.088401,0.586904,0.334387,0.457537,0.090964,0.248755,0.082,0.449585,1.062431,0.179322,0.103775,0.335588,0.980377,0.356103,1.239184,0.112723
1.068902,0.794522,0.97403,0.402193,0.131961,0.629211,0.126829,0.481606,0.081995,0.588185,0.331825,0.458818,0.088401,0.25516,0.079438,0.448304,1.064994,0.179322,0.103775,0.336868,0.970128,0.35226,1.277614,0.114004
1.074027,0.789398,0.967624,0.402193,0.134524,0.62793,0.126829,0.479045,0.079433,0.588185,0.3267,0.458818,0.088401,0.242351,0.083282,0.452147,1.067556,0.178041,0.101213,0.348396,0.961161,0.350979,1.319888,0.114004
1.07787,0.798365,0.963781,0.402193,0.13068,0.625368,0.125548,0.476483,0.075589,0.588185,0.315169,0.460099,0.089682,0.230823,0.079438,0.453427,1.062431,0.17676,0.102494,0.350958,0.953474,0.35226,1.350633,0.114004
1.075308,0.800927,0.97403,0.399631,0.135805,0.622806,0.131953,0.476483,0.073027,0.589466,0.313888,0.46266,0.089682,0.232104,0.078157,0.452147,1.066275,0.174198,0.102494,0.347115,0.950912,0.353541,1.39675,0.112723
1.072745,0.798365,0.968906,0.39835,0.138367,0.626649,0.153732,0.476483,0.075589,0.589466,0.316451,0.46266,0.089682,0.239789,0.080719,0.45727,1.0714,0.17676,0.101213,0.345834,0.940663,0.357384,1.419808,0.112723
1.068902,0.800927,0.976593,0.400912,0.138367,0.622806,0.134515,0.475202,0.075589,0.590747,0.336949,0.461379,0.089682,0.243632,0.078157,0.45727,1.085493,0.178041,0.102494,0.349677,0.939382,0.356103,1.427494,0.110161
1.070183,0.797084,0.97403,0.400912,0.139648,0.674044,0.138359,0.475202,0.075589,0.586904,0.339512,0.461379,0.089682,0.237227,0.079438,0.455989,1.091899,0.178041,0.103775,0.350958,0.938101,0.356103,1.456958,0.112723
1.072745,0.800927,0.967624,0.400912,0.139648,0.662516,0.137078,0.475202,0.078152,0.586904,0.339512,0.463941,0.088401,0.234666,0.075594,0.453427,1.091899,0.174198,0.098651,0.350958,0.935539,0.358665,1.476173,0.112723
1.059933,0.800927,0.965062,0.39835,0.144773,0.622806,0.137078,0.476483,0.076871,0.586904,0.338231,0.46266,0.090964,0.243632,0.075594,0.452147,1.097023,0.174198,0.102494,0.348396,0.935539,0.357384,1.456958,0.111442
1.058652,0.799646,0.961219,0.397069,0.139648,0.611278,0.133234,0.475202,0.079433,0.588185,0.339512,0.466503,0.088401,0.235947,0.074313,0.450866,1.103429,0.175479,0.103775,0.338149,0.934258,0.353541,1.483859,0.114004
1.05737,0.797084,0.961219,0.397069,0.138367,0.616401,0.137078,0.475202,0.080714,0.586904,0.338231,0.466503,0.088401,0.232104,0.078157,0.449585,1.105991,0.180602,0.101213,0.334307,0.931695,0.357384,1.469768,0.114004
1.058652,0.798365,0.968906,0.397069,0.142211,0.622806,0.133234,0.477764,0.078152,0.592028,0.339512,0.466503,0.093526,0.244913,0.080719,0.449585,1.112397,0.189569,0.103775,0.335588,0.929133,0.357384,1.468487,0.116566
1.058652,0.794522,0.970187,0.397069,0.142211,0.624087,0.133234,0.477764,0.080714,0.589466,0.331825,0.466503,0.094807,0.244913,0.078157,0.450866,1.107273,0.188288,0.102494,0.341992,0.926571,0.35226,1.446709,0.116566
1.061214,0.798365,0.966343,0.395788,0.140929,0.622806,0.12811,0.477764,0.081995,0.593309,0.322857,0.465222,0.090964,0.243632,0.080719,0.449585,1.11496,0.184445,0.101213,0.349677,0.932976,0.359946,1.408279,0.112723
1.062495,0.803489,0.961219,0.399631,0.144773,0.629211,0.126829,0.475202,0.076871,0.59459,0.3267,0.463941,0.093526,0.233385,0.080719,0.453427,1.116241,0.178041,0.102494,0.348396,0.929133,0.357384,1.386501,0.115285
1.068902,0.799646,0.959937,0.397069,0.138367,0.636897,0.126829,0.477764,0.080714,0.59459,0.317732,0.466503,0.094807,0.229542,0.078157,0.45727,1.122647,0.179322,0.102494,0.347115,0.920165,0.356103,1.335261,0.110161
1.066339,0.80477,0.957375,0.394507,0.143492,0.648425,0.124267,0.477764,0.081995,0.597151,0.322857,0.466503,0.092245,0.24107,0.079438,0.458551,1.123928,0.179322,0.098651,0.336868,0.921447,0.358665,1.364724,0.106318
1.065058,0.800927,0.971468,0.395788,0.147335,0.656111,0.126829,0.476483,0.078152,0.599713,0.324138,0.467784,0.094807,0.24107,0.079438,0.459832,1.131615,0.179322,0.101213,0.334307,0.895825,0.357384,1.366005,0.110161
1.067621,0.800927,0.965062,0.397069,0.155022,0.663796,0.122986,0.476483,0.079433,0.597151,0.329262,0.466503,0.094807,0.238508,0.079438,0.461113,1.129053,0.178041,0.102494,0.344554,0.884295,0.35226,1.350633,0.110161
1.065058,0.807331,0.958656,0.395788,0.161428,0.666358,0.130672,0.475202,0.079433,0.599713,0.335668,0.461379,0.092245,0.234666,0.076875,0.462393,1.132896,0.179322,0.101213,0.347115,0.880451,0.353541,1.345509,0.111442
1.041995,0.836793,0.961219,0.397069,0.161428,0.667639,0.140921,0.477764,0.078152,0.600994,0.333106,0.460099,0.093526,0.234666,0.073031,0.462393,1.135459,0.178041,0.102494,0.347115,0.866359,0.353541,1.271209,0.111442
1.043277,0.854726,0.9625,0.397069,0.163991,0.667639,0.135797,0.480326,0.079433,0.600994,0.334387,0.46266,0.093526,0.232104,0.076875,0.461113,1.141864,0.179322,0.102494,0.344554,0.8433,0.35226,1.354476,0.112723
1.048402,0.864974,0.965062,0.39835,0.167834,0.670201,0.134515,0.479045,0.079433,0.602275,0.329262,0.46266,0.092245,0.233385,0.074313,0.461113,1.146989,0.178041,0.101213,0.348396,0.839456,0.358665,1.376253,0.112723
1.049683,0.843198,0.957375,0.397069,0.167834,0.670201,0.134515,0.482887,0.078152,0.595871,0.327981,0.46266,0.096088,0.232104,0.078157,0.462393,1.146989,0.179322,0.102494,0.350958,0.827926,0.354822,1.389063,0.114004
1.053527,0.836793,0.950969,0.397069,0.166553,0.667639,0.13964,0.485449,0.080714,0.598432,0.320294,0.46266,0.094807,0.234666,0.076875,0.464955,1.144427,0.179322,0.102494,0.352239,0.815115,0.356103,1.401874,0.114004
1.050964,0.856007,0.959937,0.397069,0.169115,0.666358,0.143483,0.495696,0.079433,0.599713,0.317732,0.463941,0.093526,0.234666,0.079438,0.464955,1.153395,0.17676,0.101213,0.356081,0.809991,0.354822,1.415965,0.112723
1.048402,0.856007,0.958656,0.395788,0.169115,0.666358,0.147326,0.48673,0.078152,0.602275,0.322857,0.463941,0.096088,0.232104,0.078157,0.466236,1.153395,0.178041,0.103775,0.354801,0.813834,0.356103,1.418527,0.112723
1.04712,0.85985,0.958656,0.395788,0.166553,0.666358,0.144764,0.48673,0.081995,0.600994,0.325419,0.466503,0.096088,0.228261,0.075594,0.468798,1.15852,0.179322,0.098651,0.345834,0.812553,0.35226,1.405717,0.110161
1.045839,0.87266,0.953532,0.39835,0.167834,0.666358,0.140921,0.485449,0.081995,0.600994,0.333106,0.463941,0.096088,0.2257,0.074313,0.468798,1.155957,0.179322,0.098651,0.336868,0.82024,0.35226,1.368567,0.110161
1.039433,0.88675,0.950969,0.39835,0.166553,0.665077,0.142202,0.489292,0.079433,0.600994,0.331825,0.466503,0.096088,0.218014,0.07175,0.47264,1.154676,0.178041,0.101213,0.330464,0.830489,0.35226,1.376253,0.10888
1.048402,0.894436,0.954813,0.399631,0.166553,0.659954,0.149889,0.493134,0.081995,0.604837,0.330544,0.463941,0.094807,0.228261,0.07175,0.473921,1.172613,0.179322,0.101213,0.331745,0.827926,0.353541,1.364724,0.110161
1.034308,0.898279,0.959937,0.39835,0.162709,0.65483,0.149889,0.494415,0.079433,0.604837,0.331825,0.466503,0.090964,0.233385,0.069188,0.479045,1.190549,0.179322,0.099932,0.349677,0.834332,0.357384,1.353195,0.112723
1.024058,0.882907,0.961219,0.399631,0.162709,0.65483,0.148608,0.498258,0.078152,0.611241,0.331825,0.466503,0.099932,0.22698,0.067906,0.482887,1.211048,0.180602,0.103775,0.348396,0.866359,0.356103,1.331417,0.114004
1.021495,0.852165,0.953532,0.399631,0.162709,0.653549,0.131953,0.5021,0.080714,0.671442,0.336949,0.466503,0.101213,0.230823,0.07175,0.482887,1.209767,0.181883,0.102494,0.347115,0.907355,0.357384,1.330136,0.115285
1.025339,0.862412,0.95225,0.399631,0.162709,0.649706,0.099926,0.505943,0.079433,0.636858,0.335668,0.470345,0.098651,0.221857,0.070469,0.484168,1.205923,0.179322,0.102494,0.348396,0.94835,0.354822,1.319888,0.114004
1.013808,0.866255,0.949688,0.399631,0.160147,0.653549,0.133234,0.508505,0.079433,0.634297,0.333106,0.467784,0.102494,0.229542,0.074313,0.485449,1.212329,0.179322,0.102494,0.348396,0.981658,0.357384,1.30964,0.114004
1.015089,0.843198,0.949688,0.399631,0.161428,0.645863,0.13964,0.513628,0.076871,0.627892,0.338231,0.467784,0.101213,0.230823,0.074313,0.48673,1.205923,0.175479,0.106338,0.347115,1.023935,0.357384,1.307078,0.112723
1.01637,0.79196,0.956094,0.399631,0.161428,0.644582,0.134515,0.522594,0.079433,0.622769,0.338231,0.465222,0.099932,0.223138,0.073031,0.488011,1.216173,0.179322,0.103775,0.345834,1.050838,0.359946,1.301954,0.111442
1.00612,0.780432,0.956094,0.39835,0.158866,0.645863,0.121704,0.532841,0.080714,0.616364,0.339512,0.46266,0.102494,0.229542,0.074313,0.48673,1.239234,0.179322,0.102494,0.347115,1.082865,0.354822,1.292987,0.106318
1.00612,0.735599,0.947126,0.399631,0.163991,0.645863,0.099926,0.540526,0.079433,0.60996,0.339512,0.463941,0.102494,0.219295,0.073031,0.488011,1.25717,0.179322,0.106338,0.348396,1.113612,0.357384,1.295549,0.110161
1.009964,0.740722,0.945844,0.39835,0.162709,0.650987,0.107612,0.541807,0.078152,0.608679,0.336949,0.463941,0.099932,0.219295,0.075594,0.48673,1.268701,0.178041,0.101213,0.347115,1.13539,0.354822,1.314764,0.111442
1.013808,0.744565,0.944563,0.399631,0.162709,0.653549,0.124267,0.543088,0.080714,0.615084,0.339512,0.460099,0.102494,0.219295,0.076875,0.48673,1.295606,0.178041,0.105056,0.345834,1.149482,0.357384,1.313483,0.107599
1.024058,0.744565,0.953532,0.399631,0.162709,0.657392,0.133234,0.54565,0.080714,0.611241,0.342074,0.466503,0.102494,0.22698,0.07175,0.48673,1.30073,0.178041,0.106338,0.33943,1.171261,0.357384,1.331417,0.10888
1.029183,0.745846,0.947126,0.400912,0.162709,0.663796,0.147326,0.548212,0.078152,0.60996,0.343355,0.456256,0.102494,0.219295,0.073031,0.482887,1.31098,0.178041,0.105056,0.334307,1.177667,0.359946,1.32245,0.107599
1.041995,0.745846,0.943282,0.400912,0.163991,0.672763,0.152451,0.549492,0.102494,0.617645,0.344637,0.458818,0.102494,0.221857,0.073031,0.481606,1.316105,0.178041,0.106338,0.340711,1.16998,0.359946,1.328855,0.10888
1.040714,0.745846,0.944563,0.400912,0.163991,0.685573,0.153732,0.549492,0.079433,0.618926,0.343355,0.461379,0.101213,0.216734,0.075594,0.484168,1.32251,0.178041,0.107619,0.341992,1.153326,0.358665,1.332698,0.111442
1.039433,0.747127,0.945844,0.400912,0.160147,0.709911,0.148608,0.552054,0.078152,0.620207,0.344637,0.46266,0.099932,0.221857,0.074313,0.482887,1.30073,0.178041,0.105056,0.343273,1.141796,0.359946,1.326293,0.112723
1.038152,0.748408,0.948407,0.399631,0.163991,0.734248,0.15117,0.550773,0.075589,0.618926,0.343355,0.465222,0.102494,0.22698,0.075594,0.482887,1.335322,0.174198,0.105056,0.343273,1.121298,0.358665,1.276333,0.112723
1.045839,0.749689,0.945844,0.397069,0.163991,0.748339,0.149889,0.549492,0.078152,0.630454,0.345918,0.458818,0.102494,0.2257,0.075594,0.481606,1.32251,0.178041,0.106338,0.331745,1.104644,0.356103,1.303235,0.112723
1.044558,0.75097,0.94072,0.393227,0.162709,0.756025,0.147326,0.549492,0.075589,0.606117,0.345918,0.461379,0.101213,0.22698,0.074313,0.481606,1.305855,0.175479,0.102494,0.321498,1.098238,0.357384,1.34679,0.107599
1.041995,0.752251,0.938157,0.397069,0.183208,0.786767,0.149889,0.549492,0.079433,0.606117,0.343355,0.46266,0.101213,0.224419,0.076875,0.480326,1.303293,0.178041,0.105056,0.327902,1.081584,0.359946,1.337823,0.112723
1.034308,0.757375,0.935595,0.390665,0.163991,0.76371,0.146045,0.548212,0.078152,0.600994,0.344637,0.46266,0.101213,0.2257,0.074313,0.479045,1.298168,0.178041,0.106338,0.340711,1.057243,0.359946,1.428775,0.110161
1.011245,0.759936,0.935595,0.36889,0.161428,0.757306,0.144764,0.546931,0.076871,0.604837,0.342074,0.457537,0.099932,0.218014,0.078157,0.480326,1.2892,0.178041,0.103775,0.338149,1.052119,0.359946,1.464644,0.10888
0.990745,0.76506,0.936876,0.390665,0.161428,0.754744,0.146045,0.548212,0.078152,0.606117,0.343355,0.461379,0.099932,0.215453,0.074313,0.481606,1.294325,0.178041,0.103775,0.326621,1.048275,0.361227,1.473611,0.107599
0.993308,0.763779,0.942001,0.397069,0.162709,0.74962,0.143483,0.548212,0.078152,0.604837,0.343355,0.465222,0.102494,0.212891,0.074313,0.484168,1.285356,0.17676,0.106338,0.322779,1.049557,0.359946,1.500512,0.10888
1.002277,0.771465,0.934314,0.403474,0.161428,0.739372,0.146045,0.548212,0.076871,0.607398,0.339512,0.465222,0.101213,0.212891,0.076875,0.480326,1.290481,0.174198,0.105056,0.322779,1.025216,0.358665,1.506917,0.10888
1.012527,0.763779,0.931751,0.404754,0.162709,0.729125,0.144764,0.548212,0.078152,0.599713,0.340793,0.465222,0.102494,0.219295,0.074313,0.482887,1.286637,0.174198,0.103775,0.322779,1.020091,0.356103,1.513323,0.10888
1.021495,0.768903,0.939439,0.404754,0.161428,0.717596,0.143483,0.549492,0.076871,0.602275,0.338231,0.466503,0.103775,0.243632,0.076875,0.482887,1.291762,0.172917,0.106338,0.322779,1.017529,0.358665,1.528695,0.111442
1.027902,0.854726,0.934314,0.404754,0.160147,0.711191,0.146045,0.550773,0.075589,0.603556,0.343355,0.466503,0.099932,0.251317,0.076875,0.482887,1.286637,0.169075,0.105056,0.333026,1.011124,0.353541,1.532538,0.111442
1.035589,0.904683,0.933033,0.404754,0.162709,0.700944,0.146045,0.552054,0.079433,0.600994,0.342074,0.466503,0.102494,0.232104,0.074313,0.482887,1.287919,0.172917,0.103775,0.343273,1.00728,0.354822,1.517166,0.111442
1.035589,0.911088,0.927908,0.404754,0.160147,0.69582,0.147326,0.554616,0.075589,0.600994,0.339512,0.466503,0.102494,0.19624,0.075594,0.484168,1.280232,0.171636,0.103775,0.340711,1.000875,0.353541,1.499231,0.10888
